Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1389302.3829378276,24.037493,15.395417,-7.2151423,60.194016,112.139885,-0.14003286,16.205353,311.85956
1389302.3869390313,24.554298,8.857061,-4.7373986,92.75315,80.18327,-29.745047,73.34467,359.94135
1389302.3909402348,23.30121,3.644174,9.457248,88.10293,34.46615,-29.861238,146.23897,110.29146
1389302.3949414385,23.1915,-3.06209,22.845987,85.856476,5.8735356,39.106724,133.97935,-10.782372
1389302.398942642,21.659164,-6.118321,40.752655,81.20404,-8.222697,105.25143,118.85813,1.609604
1389302.4029438456,20.362425,-10.3025675,55.375904,53.539124,-19.409399,153.40761,43.07236,41.238514
1389302.4069450493,19.502722,-6.9366145,68.26113,26.771416,13.370234,151.7266,-22.329624,155.05899
1389302.4109462528,18.444992,-6.13544,71.70495,-0.25353163,61.536324,90.20093,-15.45321,204.77399
1389302.4149474564,16.575586,-1.3021029,71.14434,-14.075889,90.074684,37.359177,124.61592,118.50728
1389302.41894866,14.967433,3.4582305,67.42663,-22.00111,128.7336,-22.200302,255.20622,36.969746
1389302.4229498636,13.368474,8.257293,59.285374,1.7058845,106.89509,-8.403105,163.888,0.7555066
1389302.426951067,11.838105,14.523213,42.523537,20.995893,72.71945,28.074738,105.54196,22.192019
1389302.4309522707,10.0,21.377552,25.919275,50.13378,36.652084,80.273346,31.463436,118.75223
1389302.4349534744,8.24048,28.298485,10.163905,72.875755,-11.703827,122.68941,-29.184303,215.78407
1389302.438954678,6.653349,33.715378,1.9542758,93.3293,-5.904256,121.346825,-48.003674,164.94048
1389302.4429558816,5.020359,38.342262,-10.838204,85.598366,-22.693096,111.76803,55.689404,56.054955
1389302.446957085,2.9750931,46.746094,-14.230588,87.50385,23.568342,51.07015,118.38056,-16.718407
1389302.4509582887,1.6163148,48.27652,-10.628918,71.045364,63.101692,-18.030807,144.20334,-43.2937
1389302.4549594924,-0.11610161,50.789345,-1.4780469,38.4231,101.97139,-27.549152,140.4038,93.94526
1389302.458960696,-0.42887947,49.383556,13.377143,11.834287,116.87596,-11.972191,54.083855,211.25693
1389302.4629618996,-1.4963973,43.5671,28.858986,-6.915492,109.22655,59.893642,-21.228409,147.62642
1389302.466963103,-2.2782302,41.248714,43.64427,-20.762516,86.40664,104.68581,-17.595716,82.251175
1389302.4709643067,-3.7432234,34.437122,61.978085,-13.272847,35.93791,151.4464,36.69931,16.11735
1389302.4749655102,-4.3390584,28.525078,73.38561,5.0920067,10.141706,135.68253,112.63463,-51.63557
1389302.4789667139,-3.9703612,22.191078,71.99928,33.50602,-31.512815,68.16847,184.5263,55.92006
1389302.4829679176,-4.1938643,14.8398075,72.26012,66.3796,-16.681257,-2.2079892,121.91,156.19473
1389302.486969121,-3.2584383,9.180209,63.292934,92.613235,22.617048,-35.38982,65.28988,167.23677
1389302.4909703247,-3.8846943,2.4213467,53.49481,104.96586,64.85682,-0.5137138,-32.840252,120.26133
1389302.4949715282,-3.0973275,-2.487709,36.82341,96.698326,113.82767,43.954765,-27.076704,14.312135
1389302.4989727319,-2.4353538,-6.4860816,20.618053,77.299095,135.33391,110.22856,21.269505,-28.725979
1389302.5029739356,-1.2909659,-6.1257133,6.934994,52.81098,126.36175,128.21982,111.38446,79.01021
1389302.506975139,0.23210034,-10.118781,-10.304053,21.805326,79.21331,143.33606,188.17474,269.0583
1389302.5109763427,1.8220186,-4.534984,-16.693142,-5.911327,34.412994,88.47158,139.91534,395.99887
1389302.5149775462,2.9146204,-1.6728905,-7.353899,-23.202417,-2.7295856,25.720768,75.087296,153.25409
1389302.5189787499,4.9133763,2.224299,-1.2339708,-8.621391,-5.5460343,-29.398087,5.2936997,36.723507
1389302.5229799536,6.4742565,6.945569,6.4736114,-8.554081,-25.975945,-33.32042,-25.679832,-35.021366
1389302.526981157,8.292705,13.889125,18.253185,19.44527,23.187616,7.1399374,2.9962547,31.351086
1389302.5309823607,10.0,21.41803,33.609844,46.819,64.13999,86.661064,93.251724,123.48113
1389302.5349835642,11.739458,27.63215,50.78826,72.702385,113.79095,110.519585,193.06908,182.08887
1389302.5389847679,13.602641,35.1029,57.90197,87.509125,106.03677,151.95758,144.4511,187.51225
1389302.5429859713,15.110446,42.082092,70.61524,99.542114,122.301765,96.21882,87.28185,48.789078
1389302.546987175,16.671299,44.666462,74.30278,88.22836,83.25992,48.353714,16.907013,-49.521976
1389302.5509883787,18.533306,46.278046,69.017334,65.22156,38.258686,12.495619,-54.45595,-4.439447
1389302.5549895822,19.297098,48.797752,64.24774,38.56341,-13.432546,-12.082479,27.96345,94.52129
1389302.5589907859,20.968983,49.678932,48.861618,11.23566,-28.748566,13.88625,174.5177,172.90874
1389302.5629919893,21.55829,42.565624,31.043186,-0.065554485,-14.326225,59.905643,155.05426,176.14124
1389302.566993193,23.33332,42.614563,16.648544,-10.900412,16.325613,128.23366,160.67534,82.725815
1389302.5709943967,23.337961,34.69896,4.4061956,-4.377532,66.98066,140.24432,111.84027,6.420181
1389302.5749956002,24.1388,29.055258,-7.64765,5.948774,98.28036,114.187744,36.159817,-27.516998
1389302.5789968038,23.475855,22.30468,-8.209572,34.511383,136.86345,73.784996,1.9807792,55.972435
1389302.5829980073,24.24526,15.156771,-13.263785,65.12478,107.046234,14.28703,21.806524,197.79408
1389302.586999211,24.45462,8.947138,-0.6808899,84.96429,80.36264,-8.384305,74.02104,157.47165
1389302.5910004145,22.910671,2.415098,10.214906,95.52083,38.214592,-10.471477,165.01285,121.6364
1389302.5950016181,23.027512,-4.591399,23.736868,92.57218,-1.8025874,44.246704,167.74028,-19.593527
1389302.5990028218,22.46637,-7.98376,38.6528,83.274574,-31.801332,99.78788,116.16394,-28.32482
1389302.6030040253,20.52747,-10.787795,54.254765,50.24887,-6.843021,150.04372,28.036736,18.074148
1389302.607005229,19.446228,-10.110795,61.944992,23.377659,21.013569,123.30528,-30.15743,166.53555
1389302.6110064324,17.95576,-7.1534038,74.421165,5.17715,63.14304,82.782715,-7.543804,187.83347
1389302.6150076361,16.830034,-5.240672,77.883606,-5.990919,100.74207,24.51779,63.288006,146.93336
1389302.6190088398,14.946172,2.1219554,68.37604,-20.85215,108.9267,2.335047,121.283035,38.717674
1389302.6230100433,13.570706,8.252763,57.71209,3.3034995,100.8066,-37.019646,195.42899,7.1340184
1389302.627011247,11.793114,13.877668,41.02388,21.59937,78.64326,11.71663,113.93254,-2.6585698
1389302.6310124504,10.0,21.379898,25.347923,47.246803,36.070698,82.42285,39.54049,245.65466
1389302.6350136541,8.172458,27.963072,10.88324,78.88982,9.872329,149.57811,-28.45035,374.73923
1389302.6390148578,6.359279,34.646877,2.6333113,94.319305,-20.266861,135.33421,-36.02949,169.60635
1389302.6430160613,4.5989776,40.44368,-15.477885,99.76363,-0.70270765,99.70775,56.235565,57.405308
1389302.647017265,3.1186607,43.008827,-17.081114,87.47898,22.065943,50.51303,143.90506,-11.657211
1389302.6510184684,1.2971452,48.37413,-14.304439,67.02966,64.02815,7.490237,179.3674,-8.628053
1389302.6550196721,0.3901853,46.011703,-3.592151,38.57054,110.5734,-40.09519,146.45786,89.89105
1389302.6590208756,-0.79109967,47.726265,15.377369,7.379865,105.49131,3.7578702,49.49901,162.7285
1389302.6630220793,-2.1766315,45.423363,28.86609,0.5935482,126.15921,59.890472,-5.578206,169.60254
1389302.667023283,-3.297902,39.354572,42.58326,-22.602167,75.04101,110.426865,-54.243504,82.67902
1389302.6710244864,-3.307265,35.78333,58.38618,-16.03303,32.96151,158.05293,46.130116,-11.321838
1389302.67502569,-3.6803057,28.959621,62.472935,7.0426974,-9.368438,107.487045,111.05828,-39.179005
1389302.6790268936,-3.9603045,22.07003,68.14181,34.54133,-12.107983,71.18158,153.59447,65.14685
1389302.6830280973,-4.3832316,15.130016,75.61522,63.915035,-14.420711,23.47628,161.78276,194.75638
1389302.687029301,-3.6450362,8.46936,60.46427,79.20831,15.076602,-22.670609,64.16629,174.63336
1389302.6910305044,-3.935852,0.48612207,52.81374,89.64696,65.959145,-18.106981,0.3773415,111.78177
1389302.695031708,-2.838166,-3.398264,36.097813,96.22978,107.72683,41.12647,-73.22531,12.037242
1389302.6990329116,-1.4111446,-5.808408,21.553324,71.235634,135.21283,91.15016,53.96763,-44.521732
1389302.7030341153,-0.6704682,-8.383048,6.22167,50.833416,108.356094,130.96597,106.34749,30.735678
1389302.7070353187,0.6088868,-10.735149,-5.579467,26.947369,80.19107,120.43439,137.26785,126.96613
1389302.7110365224,2.0041728,-8.400576,-17.005602,-5.469014,35.633305,86.31446,158.76817,189.51137
1389302.715037726,3.3470595,-1.4029037,-15.887971,-24.357685,0.6123523,20.417076,80.03007,151.99423
1389302.7190389296,4.583786,0.4603028,-2.6039221,-25.484945,-32.681957,-12.815085,-8.990029,17.754316
1389302.7230401332,6.4331074,8.422485,4.11773,2.3253436,-26.332626,-13.072172,-25.836985,-37.35027
1389302.7270413367,8.191136,14.2898655,19.157543,21.74233,13.746008,14.231597,11.125633,-14.721784
1389302.7310425404,10.0,21.40917,34.067577,48.925465,65.77705,77.78704,98.23968,133.36075
1389302.735043744,11.792619,28.847012,46.594303,78.84914,95.16161,136.6485,168.19292,203.67406
1389302.7390449475,13.441695,35.085632,66.41719,92.129974,137.52824,160.1038,137.1471,187.71463
1389302.7430461512,15.352297,41.754215,74.81417,91.00915,111.35723,118.72988,83.22326,51.22236
1389302.7470473547,16.59219,44.725037,68.471436,77.980644,82.28823,47.081825,13.91272,-65.63928
1389302.7510485584,18.004974,46.23106,69.494675,64.3864,36.25737,-5.303465,3.0161834,-26.575283
1389302.7550497619,19.83567,49.62391,59.34,38.501728,3.1370308,-23.125721,13.627608,191.25291
1389302.7590509655,20.442125,45.723095,46.37114,15.935841,-24.635523,-6.609194,87.49142,360.7348
1389302.7630521692,22.460415,44.787582,31.093666,-9.7750435,-19.599836,59.874454,163.74344,156.73087
1389302.7670533727,22.789923,40.249107,16.51018,-23.451777,17.476019,129.85748,141.55455,81.86877
1389302.7710545764,23.606659,35.911667,-1.3963975,-16.393581,62.524452,121.75577,110.93867,-41.188393
1389302.7750557798,24.041128,29.571949,-10.781938,6.2082715,115.02259,136.30206,10.587865,-35.430996
1389302.7790569835,23.99771,21.925623,-12.659844,34.582348,119.26895,69.4196,-21.34001,63.801
1389302.7830581872,23.450535,14.75713,-13.409898,59.16225,119.27869,14.16909,-0.85135424,183.01666
1389302.7870593907,23.21399,9.028284,-2.5289657,84.366425,82.06808,-42.287903,76.04802,164.4972
1389302.7910605944,23.726349,2.5701966,6.1510696,97.81565,35.801517,-13.203503,147.62816,107.90922
1389302.7950617978,22.786386,-1.7233713,23.059816,99.915886,-10.492745,33.94185,189.76968,-5.632082
1389302.7990630015,22.304613,-5.610177,38.64947,75.34399,-6.484054,105.81044,109.68502,-7.460437
1389302.8030642052,20.433922,-9.54278,56.987587,50.743137,-24.533276,122.4592,32.760735,31.645075
1389302.8070654087,19.582111,-10.692312,66.18933,23.87223,22.019606,144.11282,-35.258286,122.66455
1389302.8110666124,18.142082,-5.427602,75.18205,1.3530533,65.12416,100.188,-37.483513,151.76823
1389302.8150678158,16.849766,-2.9659674,69.51269,-8.456305,107.00705,35.655266,64.511925,143.97017
1389302.8190690195,15.127185,0.73330027,63.77679,-7.0460773,132.29881,5.507896,161.07852,42.632645
1389302.823070223,13.43081,7.0900126,51.939346,-9.78107,103.59413,-20.108925,176.32172,-34.91536
1389302.8270714267,11.809556,14.612824,40.937393,21.7004,84.08581,12.082498,127.58593,-11.398944
1389302.8310726304,10.0,21.327642,26.302406,49.821823,33.79827,80.26396,76.08925,109.68762
1389302.8350738338,8.146247,28.321394,13.1488085,70.60062,-4.6214314,140.85707,-58.404125,212.44815
1389302.8390750375,6.340752,34.855904,0.5463874,97.26818,-24.174932,158.3721,-40.810284,171.39362
1389302.843076241,4.9921374,38.42005,-6.3100924,92.1837,-0.35346347,114.19916,46.432064,61.913803
1389302.8470774447,3.34506,46.782738,-18.142536,81.76844,15.507204,48.877525,121.13389,-9.5246935
1389302.8510786484,1.8669488,47.58054,-9.907716,69.79383,64.110374,-7.3433523,156.55624,19.137096
1389302.8550798518,0.37756994,45.99143,-2.277852,38.352158,92.58748,-46.42909,153.65376,91.78238
1389302.8590810555,-0.93500113,49.33358,13.514839,10.081224,104.382774,6.815542,51.679443,148.93614
1389302.863082259,-1.8567617,43.25174,28.89666,-3.077038,114.172264,59.90793,-43.459457,144.22865
1389302.8670834627,-3.4345386,39.218845,44.19424,-20.452972,82.69041,112.2507,-31.99333,82.76602
1389302.871084666,-3.2700152,36.670822,56.263573,-17.347708,36.502697,131.83038,48.281326,-20.934162
1389302.8750858698,-3.5270116,28.842201,72.05238,10.3148985,9.30656,108.809616,124.20851,-78.13332
1389302.8790870735,-3.8901405,22.157482,66.49646,35.368813,-34.231754,70.1531,141.01888,138.62709
1389302.883088277,-3.6679964,14.739784,72.73443,61.723804,-16.076103,6.5420704,129.84222,331.3907
1389302.8870894806,-4.507086,9.183727,65.33895,91.06515,25.20471,-39.311058,66.24435,154.762
1389302.891090684,-4.0331182,2.2908351,52.38845,97.12778,65.03722,-18.906696,-10.542365,102.47121
1389302.8950918878,-3.031924,-4.2424946,35.76701,89.53356,107.23403,40.137146,2.671463,17.887138
1389302.8990930915,-2.142201,-3.9940925,21.576994,76.20204,129.0625,103.27882,19.74293,-4.465963
1389302.903094295,-1.2944798,-6.049262,4.92721,51.803665,125.90735,134.38072,109.483986,49.895332
1389302.9070954986,0.47949755,-10.263427,-10.098173,26.575571,79.97242,114.37451,174.3874,143.26993
1389302.911096702,1.6687799,-7.6390004,-13.438831,-6.3659654,39.462933,98.75241,174.82304,160.4589
1389302.9150979058,3.4550843,-1.6982744,-16.051435,-22.666689,-12.452739,31.320217,76.24506,115.55443
1389302.9190991095,4.599038,1.2565635,-10.601668,-24.561457,-13.098036,3.7464995,12.850107,27.529789
1389302.923100313,6.5408497,6.977665,1.0393467,-0.79913276,-14.476877,-40.834454,-57.12875,-76.387985
1389302.9271015166,8.234493,14.278994,16.83382,16.557047,13.40312,21.075468,14.007845,37.11154
1389302.93110272,10.0,21.310709,34.322952,48.785984,65.29296,81.44885,98.91502,131.04022
1389302.9351039238,11.761817,28.511127,52.33653,77.49294,93.94356,131.69606,186.78438,178.16454
1389302.9391051272,13.469246,34.69672,66.196625,85.22,103.96025,157.55661,174.0889,182.54333
1389302.943106331,15.371348,39.04785,75.74961,93.35117,101.932594,104.69014,85.86902,63.11227
1389302.9471075346,16.936735,44.330982,68.02887,78.52835,81.045296,51.892788,-6.324162,-13.577006
1389302.951108738,18.709093,48.56425,74.284744,66.57478,35.942955,-10.558606,-33.096046,-20.547619
1389302.9551099418,19.981781,47.964355,60.083694,38.843834,-10.484072,-42.27593,10.219674,92.404396
1389302.9591111452,20.62562,47.14547,46.977962,11.651586,-26.798456,-0.040039483,86.462494,191.1073
1389302.963112349,21.708883,44.896072,30.952953,0.97389084,-21.032942,59.885395,184.72812,203.8327
1389302.9671135526,23.159548,42.292118,14.90008,-16.047218,22.778238,105.4018,173.1686,82.69231
1389302.971114756,22.952301,34.62794,0.82801956,-3.771132,62.984577,145.76099,196.47998,-43.419136
1389302.9751159598,24.388796,28.982613,-12.322961,4.9430976,113.88032,144.879,28.278566,-10.797988
1389302.9791171632,23.981379,22.041506,-16.411125,33.946167,120.20164,71.31919,-43.042637,58.4713
1389302.983118367,23.728058,15.129702,-10.827803,64.06374,117.805275,1.2580559,4.2663174,186.905
1389302.9871195704,23.543568,8.114936,-1.7527838,91.67206,76.76521,-11.500974,75.13117,171.26782
1389302.991120774,23.578793,2.4621131,6.3782377,101.956055,36.140343,-19.228905,146.6517,99.12521
1389302.9951219778,22.279764,-1.0502344,24.466444,86.40032,-6.0281434,38.08933,164.36276,18.613918
1389302.9991231812,21.481873,-6.2544737,39.59139,71.91343,-18.146109,112.561005,113.672615,-77.46951
1389303.003124385,20.49696,-8.524351,57.22191,54.725594,-5.3178277,135.18413,17.442291,68.51296
1389303.0071255884,19.533567,-7.6590023,61.54498,26.248974,27.811432,121.36402,-57.95792,282.19186
1389303.011126792,18.72631,-5.5548673,77.1284,-0.23109405,64.459656,93.40478,-34.757786,236.4032
1389303.0151279957,17.065805,-3.7688413,75.669266,-17.597775,109.49759,29.562302,64.44905,123.05622
1389303.0191291992,15.461765,0.91240907,67.21833,-5.389469,132.76103,-8.846615,158.26268,9.681699
1389303.023130403,13.534626,7.577266,58.083687,3.6275985,99.04318,-41.089275,197.92769,-65.369545
1389303.0271316064,11.837839,14.730427,42.01137,19.83612,84.67476,15.898901,106.33633,-0.1618732
1389303.03113281,10.0,21.31394,26.128662,46.986767,34.81671,76.875885,33.335133,105.99683
1389303.0351340137,8.282246,28.073767,11.084289,79.4751,-10.7401285,129.60779,2.7095888,149.30984
1389303.0391352172,6.3499255,35.96883,-1.6993586,88.86384,-32.608543,129.34172,5.032777,146.66687
1389303.043136421,4.681433,41.79807,-12.017849,89.09898,-10.767064,109.30108,48.51847,47.44139
1389303.0471376244,2.9492383,44.79862,-12.336462,91.34731,21.351786,47.035786,124.73627,-48.652542
1389303.051138828,1.6569858,48.630184,-9.246293,63.3286,65.38347,4.7607126,154.7182,-6.245108
1389303.0551400315,0.67013687,45.548737,1.6819721,38.782753,100.66315,-23.629637,151.84018,93.96871
1389303.0591412352,-0.82412887,49.33374,12.852543,8.50736,117.74747,-6.8507037,52.840782,160.38159
1389303.063142439,-2.2940218,43.134506,29.054344,-11.912384,107.3339,59.907684,-30.87916,157.7729
1389303.0671436423,-3.0481932,39.65744,46.683643,-15.503777,72.26357,117.61299,-31.854738,83.50947
1389303.071144846,-3.2434933,36.208706,61.102863,-7.349114,33.89942,167.71141,45.465153,-36.91299
1389303.0751460495,-3.565661,28.35155,67.06872,2.1054678,-8.780082,140.27678,121.438034,-15.899902
1389303.0791472532,-3.8062928,22.057482,78.09375,35.046238,-26.772303,73.858765,187.58434,57.755566
1389303.0831484569,-3.9488573,14.817548,70.39416,61.71064,-15.444183,-3.9186652,118.35316,187.55602
1389303.0871496603,-3.8874285,7.8510156,66.018295,88.250984,26.130262,-4.431858,63.738804,230.22385
1389303.091150864,-3.3740156,3.5132065,51.297245,100.28868,67.081535,-17.736378,12.938561,108.747894
1389303.0951520675,-2.391607,-1.3132465,35.92856,97.64445,98.23929,34.533035,-9.15595,-17.49734
1389303.0991532712,-1.470142,-7.8669796,21.802708,84.593025,122.79305,106.48262,40.134014,-73.97576
1389303.1031544746,-1.075062,-7.50989,5.5019655,52.98787,106.59174,153.10463,118.93454,46.422466
1389303.1071556783,0.13071622,-8.001111,-8.648497,21.525606,83.198944,129.92346,178.89871,126.28544
1389303.111156882,1.3576496,-7.622877,-17.06754,3.870892,36.56961,82.04026,338.8178,233.23116
1389303.1151580855,2.9546402,-4.432373,-10.732883,-8.900872,3.5314007,31.447777,144.95389,120.618164
1389303.1191592892,4.649042,1.0280365,-6.9033027,-8.292526,-22.202362,-23.612442,5.207414,17.454971
1389303.1231604926,6.364519,7.748583,2.999247,-4.797098,-22.324366,-44.822876,-11.781857,-70.80512
1389303.1271616963,8.30566,14.084686,19.274893,22.072353,27.24455,17.83826,22.317162,34.66514
1389303.1311629,10.0,21.31818,34.23623,47.14433,66.67808,75.95422,93.62165,248.60193
1389303.1351641035,11.713129,28.373764,50.478874,71.489006,97.46811,126.153206,146.86174,224.10298
1389303.1391653072,13.596345,34.160645,60.20271,87.28396,126.23762,118.47029,154.55522,189.12622
1389303.1431665106,14.969677,41.23503,67.62028,87.91556,98.98076,98.34271,86.00405,54.002396
1389303.1471677143,16.774147,46.800655,72.58303,87.86337,81.80218,46.644466,-10.003508,-42.71938
1389303.151168918,18.05045,46.277206,64.621025,64.212265,32.99829,-2.2619998,-34.111053,-13.936431
1389303.1551701215,19.360838,48.699875,61.8715,38.74152,-6.477773,-0.014052689,-8.815324,94.67637
1389303.1591713252,20.649118,48.90526,44.50894,9.490519,-9.090769,18.863668,178.7217,332.6789
1389303.1631725286,21.485556,42.63298,30.996628,-1.362937,-17.112885,59.912926,293.75558,344.6862
1389303.1671737323,22.289251,41.74534,16.36714,-25.3415,25.293259,125.71157,144.70833,82.434364
1389303.1711749358,22.896667,35.230743,-1.7100778,-12.040544,66.437195,122.71505,102.61785,-30.228428
1389303.1751761395,23.346233,29.106518,-6.88182,7.215394,105.778076,134.14674,9.644987,-19.528744
